sentence,label
"his head gets caught in an electronic field , his foot gets caught in the stirrup of some large beast , he describes being in trouble as "" deep doo doo , "" and even manages to step in some of the same while walking around in mos eisley spaceport .",1
"perhaps the most blatant offense occurs during a scene where young anakin skywalker enters into a pod racing competition ( it's kind of like chariot racing with large engines instead of horses ) , and there are a couple of commentators in a press box delivering indy 500-like play by play .",1
"since this film is supposed to be the first installment in a nine-episode story ( star wars , the empire strikes back and return of the jedi being episodes four , five and six , respectively ) , the phantom menace has the daunting task of setting up the origins of several characters we know already , in addition to those with whom we unfamiliar .",1
"it would have been nice to get more in depth with yoda and obi-wan , for example , but given the fact that there were several new characters to cover , it is understandable that some of the development has been left for the next two films .",2
"however , he does so largely by paralleling the star wars spirituality with the bible , offering an easy out for story-writing and once again bringing the viewer back to planet earth with a real-life connection .",2
"with the exception of their surrealistic satire barton fink , the films of joel and ethan coen fit into two broad categories : quirky and sometimes darkly humorous takes on the "" film noir "" genre in which crime schemes go wrong and spin increasingly out of control ( fargo , miller's crossing , blood simple ) , and off-the-wall comedies centered around an eccentric , scatter-brained lead character ( raising arizona , the hudsucker proxy ) .",1
"the main difference , however , is that while the protagonists of raising arizona and the hudsucker proxy had lofty aspirations and ideals but didn't quite have the brains to get it all together , the main character of the big lebowski seems like a fairly intelligent guy who's wise to the world , but he doesn't really want to do much of anything besides go bowling , smoke pot , and generally relax .",0
"the dude is unemployed , needless to say , and spends most of his time at the bowling alley with his two best friends , walter ( john goodman ) , a borderline-psychotic who's in the habit of pulling a gun when he thinks somebody's cheating in a bowling match ( "" has the whole world gone crazy ?",1
"he shouts at a suspected cheater ) , and donny ( steve buscemi ) , who's always a few steps behind the conversation and is constantly berated by walter for it ( "" donny , you have no frame of reference here ! """,0
"these three seem to more or less live for bowling tournaments , and as the film begins they are anticipating an important match with rival bowler jesus quintana ( john turturro ) , who , when we first meet him , is doing a dance in the bowling lane to accompany a spanish version of "" hotel california "" and , if it's possible , seems to be even more of a head case than walter .",1
"if that doesn't give you a good idea of this film's absurdist tone , then perhaps this will : the entire scenario which drives the story is set in motion by two thugs mistakenly urinating on the dude's rug .",0
"they've mistaken him for a millionaire of the same name who is also known as the "" big "" lebowski ( david huddleston ) and whose nymphomaniac wife bunny ( tara reid ) owes money to porn producer jackie treehorn ( ben gazzara ) .",1
"the dude goes to the big lebowski seeking compensation for his ruined rug ; he doesn't have any luck , but when bunny is apparently kidnapped , the elder lebowski asks him to deliver the $1 million ransom .",1
"unfortunately , walter gets involved and fouls up the drop-off , and before they can try again to get the money to the supposed kidnappers , the dude's car gets stolen , along with the briefcase containing the money .",0
"soon , the dude is being harassed not only by the big lebowski himself but also by treehorn and by a group of german "" nihilists "" who demand the ransom money even though they may not have been involved in the kidnapping in the first place ; the dude and walter suspect that bunny may well have kidnapped herself in order to extort money from her husband to repay her debts to treehorn .",0
"meanwhile , the big lebowski's daughter maude ( julianne moore ) , a feminist avant-garde artist who likes to make grand entrances swinging through the air naked , wants to recover the money for her family .",1
"the previews for the big lebowski feature creedence clearwater revival's "" run through the jungle , "" and it fits : the coens see los angeles as a veritable jungle of oddballs and nutcases , with the sometimes bewildered dude left to run through it and try to avoid any more trouble ( usually unsuccessfully ) .",2
"the film doesn't feature quite as many one-liners and sight gags as the coens' other comedies ( though there are a few hilarious moments of visual humor , particularly in the dude's dream sequences and acid flashbacks ) , but it more than makes up for it with the sheer fun of watching these strange characters interact .",2
"the film sometimes seems a little disjointed as a result - you get the feeling that the coens have not only set their characters loose in this "" jungle "" but are also themselves running crazy through the jungle of their own twisted imaginations - but for the most part the characterizations are interesting enough to overcome the shaky plotting and what turns out to be a somewhat anticlimactic resolution .",0
"there's also a noticeable ( but not too heavy-handed ) thread of social commentary in the big lebowski , which , incidentally , takes place just as the gulf war is about to begin ; at the beginning , we see george bush on television making his "" this aggression will not stand "" speech .",1
"by the end , we really start to admire the dude , who almost certainly harbors the least "" aggression "" of anyone in this story ; his passive resistance ( emphasis on "" passive , "" albeit ) to the elite emerges as something more than just another quirky characterization in a film overflowing with quirky characters .",2
"he also turns out to have a pretty well-functioning brain in his head , even if he doesn't like to use it very much ; his sarcasm towards treehorn and the malibu policeman shows that he knows when he's getting a run around , and he does manage to unravel the kidnapping mystery by the end .",2
"i think that , more than anything , is what makes the big lebowski a standout comedy : it manages to approach characters like the dude and , to some extent , walter , with genuine affection while still acknowledging that they are pretty scatter-brained .",2
"the two stories are distinctly different , but howitt comes up with clever "" intersections "" between the plots , with certain touchstone events occurring in both stories ( albeit in slightly altered ways ) , believably showing how , no matter what happens , the hand of fate is inescapable .",2
"although he appears to have some genuine fondness for helen , he is on the whole an unappealing character , making the story of helen "" a "" less vibrant and involving than the "" b "" tale , which is highlighted by hannah's delightfully witty james .",0
"cast : nicholas cage , john travolta , joan allen , alessandro nivola , gina gershon , dominique swain directed by john woo to tell you what , i was not impressed at all by the only other john woo film i have seen .",0
"the postman delivers but not first class[warning : my opinion of this film is definitely in the minority of reviewers perhaps because it hits so many of my cinematic buttons : post-apocalypse stories , hope in a desperate situation , grassroots uprisings and kevin costner .",0
"although the postman knows he's running a fraud , the concept of renewed communications sets the kids' imagination afire ( especially ford lincoln mercury ( larenz tate ) , his second-in-command ) and they form a new pony express dedicated to getting the mail through .",1
"( michael redman has written this column for over 22 years and would like to announce that the "" michael redman "" arrested near indianapolis last week for accepting an illicit package from federal express is , to the best of his knowledge , not him .",1
"ellie boards the machine and is transported through some kind of wormhole to a dream-like place that looks a lot like waikiki beach before they built the hotels , where she meets the aliens who take the form of her late father ( david morse ) .",1
"it seems like a simple matter of self- defense -- the guy threatened spacey , shot at him , missed , then spacey took him out -- but being a movie , there's much more to it than that , and cusack decides to stay in town and write a book about the murder , a book which will eventually become a movie he will star in .",1
"__________________________________________________________ the central themes of "" sick : the life and death of bob flanagan , supermasochist "" are pain and love , and its subsequent effect on a person's life .",1
"its protagonist , bob flanagan , who died at the age of 52 , suffered from cystic fibrosis , a mortal disease which debilitates the lungs by saturating them with thick coats of mucus , preventing him from normal breathing .",0
"an audacious , fabulously triumphant docudrama , "" sick "" chronicles the life of flanagan and his vicious , unthinkable acts of sadomasochism conducted with his mistress of 15 years , sheree rose , who amazingly provided much of the footage for the film .",1
"flanagan's idelogy crosses the realms of rebelliousness and becomes transcendental , similar to terry zwigoff's brilliant 1994 "" crumb "" , which also explored the dysfunction of an artist by painting not a sympathetic portrait , but a realistic one .",2
"but flanagan was not only a man content on enduring the pain via lungs , he inflicted acts of pain on himself at a very young age , courageously defying god ( he was an irish catholic ) and turning his body into a work of art , which he unraveled in museums and lectures .",1
"brimming with honesty , sensual stimulation and unapologetically sad moments of pain , their powerful bond lifts "" sick "" into a rare cinematic high , where we forget we are in an auditorium and become a part of these people .",2
"i tried to imagine sukeban deka as live-action , and somehow i wound up with the blueprint for a russ meyer movie , meyer , king of american sixties exploitation cinema , would probably have loved to direct a picture about a teenage ex-con who beats up juvenile delinquents and assorted upper-tax-bracket scumbags with a yo-yo .",0
"( twentieth century fox ) director : warren beatty stars : warren beatty , halle berry , oliver platt , don cheadle , joshua malina , jack warden , paul sorvino , christine baranski , richard sarafian , isaiah washington , sean astin , laurie metcalf , amiri baraka , wendell pierce , michele morgan , ariyan johnson , larry king , george hamilton ( uncredited cameo ) running time : 108 minutes .",1
"bulworth also finds romance with the fiery , beautiful and intelligent nina ( halle berry , from executive decision , etc ) , who hails from la's black ghettos and the opposite end of the political spectrum .",2
"director : adrian lyne writer : stephen schiff ( based on the novel by vladimir nabokov ) starring : jeremy irons , dominique swain , melanie griffith , frank langella much ballyhoo has been made over this new version of "" lolita , "" made in a time when one would think that a faithful adaptation of the infamous novel could be made , over its use of pedophilia , and as such , it's important to address it straight-forwardly , before any other ideals such as goodness and themes can be discussed , as this film has been in film limbo for a number of years , lying around in vaults san a distributor , and having critics waiting to either hail it a masterpiece or call it anticlimactic horseshit .",1
"this is a real pity because when you really sit down to watch this film , ignoring all the crap that has preceeded it , it's really quite a film , perhaps the best film by director adrian lyne ( although , really , look at its competition : "" flashdance , "" "" fatal attraction , "" and "" indecent proposal "" ) , at least besides "" jacob's ladder . """,2
"the second time , not really thinking about how i've waited for what seems like forever to see it and how i'm seeing it on a tv set on a premium cable channel and not a giant movie theatre , it really affected me emotionally .",2
"its protagonist , the comically-named humbert humbert , is not your average pedophile , but a seriously wounded human being who embodies how we are all destroyed by our sick obsessions and idosyncrasies .",1
"the focus of this film , and the reason for making it , it seems , was to really penetrate the emotional depths of the novel and bring them to life on the screen in beautifully dramatic images , and scenes which are blatantly over-stylized .",1
"the story recognizes the extreme of this , almost out of a test , seeing if the readers will really sympathize with someone who is socially deemed a pervert , and one almost wonders while reading the book if the author , vladimir nabokov , wrote the book as a means to bring into focus his own sick obsessions , and perhaps bring them to peace .",1
"this is the second time the novel has been adapted for the screen , the first time being filmed in - shock - 1962 , by stanley kubrick , who couldn't possibly have brought the novel to the screen with as much faithfulness as lyne has been able to do , but did the next best thing : he economized for everything and came up with a droll black comedy about obsession in general .",2
"the censors wouldn't allow anymore than a couple glances and subtle dialogue to show the , um , relationship between humbert and lolita , so kubrick decided to play it as comedy , but still allow the tragedy to seep through .",2
"looking at these two versions , especially after reading the novel ( and we all know that when we've read a novel and see a film adaptation , we are bound to be angered by any size differences ) , it's really impossible to compare them .",1
"when he denies her something , she blackmails him effortlessly ( a scene involving a rocking chair and a little foot action is damn near classic ) , and when he stands up to her , she weeps and runs away , leaving humbert to follow her .",1
"langella takes the other route , allowing all of the creepiness to be unearthed , and the result is a character who exists in shadows and low shots , and who meets a wonderfully ironic ending , the exact opposite of what we thought of him .",2
"as you can see , most of these are not improvements or mistakes done on the part of lyne and his screenwriter , stephen schiff , but just parts of a whole new look at the novel , at least cinema-wise .",1
"the acting is for the most part wonderful , and when we watch it , we really get a sense that for humbert , who is telling the story , the only two people on earth most of the time were humbert and lolita .",2
"they hope to put the past behind them , but as small accidents start to befall dora - usually while bruno is away on business - she starts to suspect that marco ( played with uncanny ability by 8 year old david colin jr . )",2
"lamberto bava and francesco barbieri's script is more concerned with deeper , psychological terrors , with themes of guilt and suffering , with the notion that what we sow will shall - somewhere , somehow - eventually reap .",1
"which brings us to "" nosferatu : a symphony of horror "" : surely he felt a kinship with his title character , the looming vampire embodied by intimidating max schreck ; in one of the most indelible images in film history , silent or otherwise , schreck rises from his grave , gnarled hands outstretched , and he's so big that part of his head is cropped by the top of the frame .",2
"but at least the day and night scenes are tinted sepia and blue , respectively , especially helpful to an audience who may question nosferatu's waltzing around during what seems like sunlight ( it took a lot of light to expose stock in the twenties ) .",2
"of course , "" nosferatu : a symphony of horror "" is the main attraction , and while my latest viewing raised questions ( why is the woman called emily in the title cards but "" mina "" --as bram stoker called her--in hutter's letters ?",1
"( mtv/paramount/uip ) director : alan cohn stars : tom everett scott , mark-paul gosselaar , poppy montgomery , lochlyn munro , randy pearlstein , corey page , alyson hannigan , mari morrow , jason segel , dave ruby running time : 94 minutes .",1
"meanwhile , cooper's father , a wealthy business man who runs a toilet cleaning company , promises cooper that if he doesn't graduate he will learn the family business from the bottom up ( so to speak ) .",1
"cliff ( lochlyn munro ) , a true party animal who lives dangerously , but seems invulnerable ; buckley ( randy pearlstein , from the cowboy way , etc ) , a paranoid schizophrenic who believes everyone is out to get him , especially computer billionaire bill gates ; while matt ( aussie actor corey page , from heartbreak high , etc ) , a depressed heavy metal rocker , is not quite what he seems .",1
"produced under the auspices of mtv ( other features include joe's apartment and beavis and butthead do america ) , dead man on campus boasts a solid soundtrack of cutting edge , contemporary rockers .",1
", rowan atkinson , jon lovitz , kathy najimy , seth green , breckin meyer , amy smart , wayne knight , paul rodriguez , vince vieluf , lanai chapman , dean cain , dave thomas , kathy bates ( uncredited ) .",1
"the movie begins with zippy retro-style opening credits that look like they were torn straight out of a '60s slapstick comedy , featuring animated photos of the cast attached to herky-jerky bodies bounding around the screen .",1
"the butcher boy ( r )  ) no film in recent has left me with such conflicted feelings as neil jordan's harrowing , humorous , horrifying adaptation of patrick mccabe's novel about young lad francie brady's ( eamonn owens ) descent into madness in 1960s ireland .",1
"on another hand , i found it difficult to laugh at some of francie's darkly comic shenanigans because he obviously is such a sick , needy child , having been raised by a drunken father ( stephen rea ) and a suicidal mother ( aisling o'sullivan ) .",0
"on yet another hand , i also found it difficult to completely sympathize with francie during his more emotional scenes because some of his , for lack of a better word , "" bad "" deeds are so incredibly shocking in their brutality and the malicious glee in which he performs them .",1
"fraser looks surprisingly suited to this newfound role , and watching his form strikes just the right balance in this ridiculously enjoyable adventure/comedy/romance/horror- yes , it's complete funhouse of a movie .",2
"during their trip , they systematically consume "" two bags of grass , seventy-five pellets of mescaline , five sheets of high powered blotter acid , a salt shaker half-full of cocaine , a whole galaxy of multi-colored uppers , downers , screamers , laughers , a quart of tequila , a quart of rum , a case of beer , a pint of raw ether and two dozen amyls .",1
"during the filming , depp apparently become fast friends with real-life writer thompson , and was known to wander off the set from time to time , for the sake of checking out the newest barmaid at the local watering hole .",1
"other than that , the soundtrack was expectedly eclectic , the style was not as wild as i thought it would be , and the ending was certainly not much of a barn-burner , but then again , who really noticed .",0
"this movie is about visions of bats floating through your head , johnny depp looking goofy and being bald , and the cornucopia of drug-ravaged scenes filling your own intoxicated system with ideas of anarchy , rebellion and the lost american dream .",1
"and for all those who plan on seeing this movie without the partnership of a mean drink or a mighty doobie , i suggest you move further down the aisle , buy yourself a ticket to godzilla ( 6/10 ) , and enjoy the visual fabrications manufactured for the unstimulated mind .",0
"stench "" , has been engaged to four women until now ( including actress winona ryder , whose "" winona forever "" tattoo had to be altered to "" wino forever "" after their breakup ) , currently plays guitar in a band called "" p "" , and owns the viper room nightclub in l .",1
"as good "" also stars jack nicholson , in top para-satanic and aggressive form , circumflex eyebrows , hooded eyes ranking with the best ( victor mature's , bob mitchum's ) , incongruous tan for a new yorker ( but no one yet has ever been able to challenge the deep bronzing of douglas fairbanks , sr ) and his bag of eccentricities at an apex .",1
"his manias include always washing with a fresh cake of soap ; walking to the same restaurant daily at 11 am for a giga-cholesterol breakfast at "" his "" table served by "" his "" waitress ; bringing his own plastic knives and forks ; wearing disposable surgical gloves ; avoiding brushing against people or stepping on sidewalk cracks .",1
"upon his return from the hospital , simon finds himself broke : he has no health insurance ( a real tragedy for so many self-employed ) , his medical bill is over $60 , 000 , his art has been vandalized , his will to paint has vanished , he is losing his apartment .",1
"in one of the most amazing transformations in recent cinema , she makes palpable her struggle with life and conditions , her exhaustion as waitress , caring mom , commuter and debtor in splendidly veristic ways .",2
"we learn nothing about the father of her child , or for that matter about the earlier carol , yet she is three-dimensional both in her sadness , depression , lack of men in her life as well as in her moments of humor and happiness .",2
"multiple oscar-winning writer-director-producer brooks had previously directed "" terms of endearment , "" "" broadcast news "" and the notorious "" i'll do anything , "" which , filmed as a musical , failed in previews and had to come out as a non-musical .",1
"winterbottom , his actors , and even his extras , have a knack for capturing the way conversational rhythms actually do sound -- in homes , hairdressers' shops and pubs ; on dates , the phone , and everywhere else the story goes .",2
"i dreaded that there would be some hugely inappropriate surprise plot development near the ending , but no -- winterbottom and screenwriter laurence cordiat know that most of us don't end a typical weekend by stumbling into life-changing experiences . """,1
"as antiquated as the formula is , i'm surprised hollywood keeps it around : wife cheats on abusive spouse and , instead of leaving him , convinces her lover to kill him so they can be together and get all his money .",1
"i'm wondering why she would've had the affair in the first place , and not worry about how it may or may not affect him , and why it would only hit her a good ways into the affair to at least let him know about it .",1
"however , the woman assigned to take care of him , carol ann mckay ( linda fiorentino - men in black ) suspects that he's a fake and attempts to lure him out of his trance so he will help her in a burglary with her and her husband wayne ( dermot mulroney - copycat , my best friend's wedding ) .",1
"in a camp of american soldiers who are rounding up prisoners and waiting to go home , major archie gates ( george clooney ) discovers an "" ass map "" -- a treasure map , that is , found between a captive's butt cheeks .",2
"george bush may have urged iraqi citizens to rise up against saddam hussein's evil regime , but he's not letting his troops help them , because the gulf war wasn't about liberating people , and was fought to make sure kuwait could keep supplying oil to the western world .",0
"the film surrounds gates , vig , barlow and elgin with hypocrisy and devastation as they attempt to get back to their base , fight off hostile fire , save the lives of refugees and salvage some bullion .",1
"clooney has authoritative star power ; jonze , who has also done good work as a director , is pleasing in what is essentially a jester role ; wahlberg is charming and boyish ; cube reassures us that there's someone sensible in this motley crew .",2
"they're shooting themselves in the foot , as fans of that sort of thing will be put off when they learn what the movie is actually about , and most other people will the alienated by the commercials . """,0
"movies concerned with plot contrivance ( will the geeky guy get the prom queen ; will the girl be able to figure out a devious bet against her , in time to fall in love ) , and nothing that has to do with real life .",1
"not about anything in particular , pie focuses on a group of high school guys who , three weeks before graduation , vow to lose their virginity as of prom night , out of dignity if nothing else ; because , "" itÂ¹s tradition .",1
"oz ( or nova , played by a marvelous chris klein ) starts off the clichÃ© misogynist pig jock , but then joins the school choir , in hopes of wooing the pretty heather ( mena suvari ) , only to realize his sensitive side .",2
"kevin ( thomas ian nicholas ) already has a girlfriend , vicky ( the sexy tara reid ) , but sheÂ¹s holding out for just the right time to consummate their relationship ; "" itÂ¹s not a space shuttle launch .",0
"jim ( a break-through jason biggs ) has a slight crush on foreign exchange student nadia , but faces more complicated issues with masturbation , mainly on the homefront , to wonderful comic result ; the uncomfortable discussions with his father ( a sly eugene levy ) , about the birds and bees , are perfect gems of comic timing .",2
"i think , again , back to canÂ¹t hardly wait , from earlier this year , in which just about every one of the characters was immature and selfish , and compare it to american pie , full of real and genuine people experiencing more truthful trials of growing up .",0
"and if it weren't for the untimely suicide of her best friend's convalescent patient and the disqualifying existence of her 7-year-old daughter ( played by hallie kate eisenberg , that annoying little girl from the pepsi commercials ) , victory might be simple .",1
"eisenberg , however , is--though i so hate to admit it--quite good in her role as the young vanessa ( except for the argument scenes , in which her shrill screaming was more deafening than interesting ) .",2
"once we've made it through the long , irritating period of watching how far mona's personality has degenerated , eisenberg's performance as the story's conscience-bearer is a much-needed refreshment .",2
"walking into "" ready to rumble "" , the new film from hollywood's biggest goofball , david arquette ( "" scream "" , those annoying 1-800-call-att commercials ) , i figured there were two possibilities for this movie .",1
"the republic sent two jedi knights ( people that can actively communicate with what is affectionately known as "" the force "" ) , qui-gon jinn ( liam neeson ) and obi-wan kenobi ( ewan mcgregor ) to negotiate .",1
"when you see "" a long time ago , in a galaxy far , far away "" , when the familiar music plays , when the words "" star wars "" appear on screen , you'll feel a tingle even if you didn't see the movie when it first came out in '77 .",2
"detective monahan ( hunter ) and getz ( mulroney ) , baffled by the unorthodox methods of killing used by the killer , seeks the professional help of helen , who , as expected was reluctant at first .",2
"com/hollywood/set/7504 ) starring pierce brosnan , michelle yeoh , jonathan pryce , teri hatcher written by bruce fierstein directed by roger spottiswoode let's face it : the $100 million-plus smash that was "" goldeneye "" was not a good film by any means , and as a bond movie was only marginally better than , say , "" a view to a kill "" or either of the timothy dalton pictures , by virtue of nice pacing .",0
"enter michelle yeoh , fresh from "" supercop "" , as a chinese secret agent with her own agenda ; with effortless grace , she cat burgles , dispatches baddies seemingly with the ease of preparing pasta , and refuses the advances of our philandering hero .",2
"moreover , brosnan has at last settled into the role some feel he was born to play ; last time out , the fate of the franchise rested on his shoulders , and there was noticeable discomfort in his body language .",2
"and though carver's motives are muddy ( when carver explains that "" genius is insanity with some success "" , screenwriter fierstein is taking a lazy shortcut ) , pryce makes an agreeable , memorable villain .",2
"( 1996 ) starring jennifer jason leigh , ron eldard , glenne headley , lyle lovett , jena malone , dermot mulroney , christina ricci screenplay by anne meredith , based on the book by dorothy allison produced by amanda digiulio directed by anjelica huston running time : 97 minutes for more than a decade , anjelica huston has been one of america's finest actresses .",2
"in her directorial debut , bastard out of carolina , based upon dorothy allison's largely autobiographical book on child abuse and poverty in the south , huston displays impressive proficiency behind the camera as well .",2
"through voice-over ( narration done by laura dern ) , we find that she nearly didn't survive birth , as her single mother anney , played by jennifer jason leigh , was thrown through the windshield during an automobile accident .",1
"when anney miscarries with his much-prized baby boy , glen loses his capability to supress his violent outbursts and begins to direct them at bone , beating and abusing her , while the love-dependent anney tries to turn a blind eye and justify his behaviour .",0
"while set several decades ago , this story remains completely relevant in today's society , where abused wives return to their husbands , and abuse committed against children by one spouse is routinely overlooked by the other .",1
"her work is of award-calibre , and in this age in which a preponderence of superb child performers have emerged ( kirsten dunst , tina majorino , anna paquin , natalie portman , christina ricci , elijah wood ) , malone's performance stands up well .",2
"leigh's performance in bastard out of carolina is fine , although she's not really given much to do , and ron eldard work is very solid , skillfully manouvering his character's moods in and out of explosive rage .",2
"there's a bit too much generic formulaism in the screenplay for my taste , from the various characters spouting off country bumpkinisms , to the familiar sight of a dried-up uptight wise old granny ( played by grace zabriskie ) sitting on the porch rocking chair , to impassioned soliloquies better suited for a stage performance .",0
"titantic , writer and director james cameron's much anticipated and sometimes ridiculed $200 , 000 , 000 epic , arrives shortly into the theaters so the question naturally arises , whether the film is worth it ?",1
"grease reviewed by jamie peckrating :  paramount / 1 : 50 / 1978 / pg ( language , innuendo , brief nudity ) cast : john travolta ; olivia newton-john ; stockard channing ; jeff conaway ; barry pearl ; michael tucci ; kelly ward ; didi conn ; jamie donnelly ; dinah manoff ; eve arden ; sid caesar ; frankie avalon ; joan blondell ; edd byrnes ; alice ghostley director : randal kleiser screenplay : allan carr ; bronte woodwardthose print and television ads trumpeting that "" 'grease' is still the word "" are right on the money .",2
"that's fantastic , especially when considering of all the classic characters and scenes the film has served up -- who can forget aspiring beautician frenchie ( didi conn ) being serenaded by her tell-it-like-it-is guardian angel ( frankie avalon ) ?",2
"for those eight of you who aren't familiar with the story , here's a brief recap : greaser bad boy danny and aussie good girl sandy are reunited for their 1959 senior year at rydell high after a brief fling during the summer ; both thought she was going to return to her native continent before school started , but both were wrong .",1
"so sandy hooks up with a gang herself -- the pink ladies , headed by sassy , sexy rizzo ( stockard channing , just superb as an independent woman well ahead of her time ) -- and danny , who still really feels love for her , attempts a compromise of ideals in order to win her back .",1
"all this and some of the most pleasing moments come from the smaller , quieter moments ; the oscar-nominated "" hopelessly devoted to you "" is a lovely showcase for newton-john , and channing's lamenting ballad "" there are worse things i could do "" is one of "" grease "" 's most unjustly overlooked tunes .",2
"the soundtrack is remastered ( though travolta still hits that awful high note at the end of "" nights "" ) and the restored widescreen allows us to see previously pan-and-scanned-out choreography , but nothing else has changed -- no computer-generated backgrounds , no outtakes or new musical numbers , no jabba the hutt cameos .",2
"henry fool ( "" used to have an â€˜e' "" ) arrives at garbageman simon grim's house , claims the vacant basement apartment , and almost instantly inspires simon ( urbaniak ) to take up writing-henry ( martin donovan look-alike ryan ) is an ex-convict , a once-great author who has been "" exiled and marginalized "" by the publishing community because of his criminal activity .",1
"meanwhile , henry seduces both simon's dependent mother ( porter ) and immature sister ( sundance queen posey ) with philosophical babble ( which is by turns brilliant and inane ) and breathy animal lust .",1
"henry fool is sprinkled with hartley-ian flourishes : simon drinks milk from "" udderley's "" ; the big teen hang-out is called "" world of donuts "" ; simon wears his garbageman's uniform throughout ; the editing style is decidedly elliptical .",1
"these people do grow on you because they convey genuine passion , a belief in themselves , and because they have long-term goals ; henry and simon may drink a lot of budweiser and hang out on the streetcorner , but they aren't pop slackers .",2
"this , hartley's seventh feature , is contemplative about "" the artist "" ; fortunately , we never get a sampling of simon's work , and it's a testament to the actors and the screenplay that by the end we can surmise what sort of thoughts would pour from these writers' pens .",1
"throughout the movie , little sick comic bits are sprinkled throughout , including a memorable scene involving an apple pie ( i won't give it away , but you probably know what it is ) and an internet broadcast gone horribly awry .",1
"in the aftermath of their earlier adventures , buzz ( voice of tim allen ) and woody ( voice of tom hanks ) are now fast friends and all the toys live in perfect harmony , content with their "" lives "" .",2
"potatohead ( voice of don rickles ) , and slinky ( voice of jim varney ) , go out on a dangerous journey to rescue their friend , they find themselves confronting things like busy streets and other buzz lightyear toys .",1
"meanwhile , woody learns that he was once a tv celebrity and has a family - a cowgirl named jessie ( voice of joan cusack ) , a horse named bullseye , and a father figure called the prospector ( voice of kelsey grammar ) .",2
"lighting and filters are used to create a mood ( as in a surprisingly emotional moment - jessie's remembrance of her days when she was a beloved toy ) the film contains a lot of in-side jokes ( such as the one about videogames ) , and entertaining parodies on "" jurassic park "" and "" star wars "" .",2
"released in the 500 channel , sensory overload world of 2001 , however , the big screen adaptation of the acclaimed off-broadway musical must do battle with countless other productions clamoring for attention .",0
"through an acquaintance in a bar , he discovers information that could make for interesting reading : a small-town girl named maggie carpenter ( julia roberts ) , dubbed as the `runaway bride' , has become notorious for leaving her groom at the alter for a series of up to 7 or 8 incidents .",1
"but the real maggie carpenter spots the headline , and does not appreciate the gross exaggerations that graham uses in his writing style ( she insists it was only three times that she high-tailed it out of a wedding ) .",1
"bill condon's "" gods and monsters "" is a fascinating look into the last days in the life of gay director james whale ( ian mckellan ) , who made the horror classics "" frankenstein "" and "" bride of frankenstein . """,2
"in one of the opening scenes , a young film enthusiast visits whale's home to interview him and whale agrees , on one condition : for every question he answers , the young man must take off an article of clothing .",2
"certainly , the relationship between whale and boone is headed for a downfall , since whale starts to grow a deep love for this young man , even though boone is not gay , and whale himself realizes he is nearing the conclusion to his life , as he begins to seldom suffer mild strokes and moments of true catharsis . """,1
"gods and monsters "" is an intimate and seemingly respectful portrait of a director who was forced to become somewhat of an outcast , due to his sexual preference , and never got the recognition he would have liked , since he longed to be referred to as a "" motion picture director , "" rather than a "" horror director . """,2
"as played brilliantly by ian mckellen , james whale comes off as a sad , but dignified man , and a person who was not afraid to stand out from others , just as long as he knew he was being true to himself .",2
"the film plays like a rock opera , much like their "" jesus christ superstar , "" with many giant musical sequences just like the old musicals , even if they do possess very intelligent lyrics , which create not only an intellectually enlightening experience , but also a very entertaining one .",2
"then a punch is pulled as we see eva being screwed over by the singer , instead of her leaving him , where she ends up singing the sad tune , "" another suitcase in another hall , "" which was meant for a later character , screwed over by eva .",0
"the portrayal of eva in the beginning is too soft , seeming like parker and oliver stone , who adapted it for the screen , are afraid to present her for what she is , even while it's being narrated by a hater of eva's , the omnipotent ( antonio banderas ) , who presents her in a negative light .",0
"however , the film pulls itself together in a flash , and after that song is over , and the giddily nihilistic song "" goodbye and thank you , "" where we see eva go through a long line of lovers who help her ascend , is magnificent , darkly comical , and just gleeful .",2
"from the "" goodbye and thank you "" number on , the film shows eva trying to cover up for the horrible government by doing cheap and petty things which wooed a nation , and saved a government , even while it left the nation's people downtrodden .",0
"describing this character is difficult , mainly because he has no real realistic background ( he's said to be based on the revolutionary chÃ© guevera , but the two probably could have never met , like they do in the film ) , but he serves as a perspective on eva , but even his perspective can't help us from feeling bad when eva dies a pathetic death .",1
"alan parker , no stranger to bizarre musicals ( he's done "" fame , "" "" the committments , "" "" bugsy malone , "" and "" pink floyd the wall "" - the latter which is absolutely brilliant ) , nails the film , exposing everything for what it is .",2
"and there is energy throughout , with lots of bright colors , and scenes which are cinematically entertaning , as well as enriching and deep , such as the balcony scene where she sings "" don't cry for me , argentina , "" and her death sequence , which is poignant becuase of how sad it is .",2
"at the beginning , she looks like she's too busy concentrating on her singing to act , but she eventually gets it right , though never really getting the presence of , say , patti lupone ( who did the role in its american premiere back in the late 70s ) .",1
"like the other musical released in '96 ( woody allen's "" everyone says i love you "" ) , it's a reminder that the hollywood musical may be dead , but it can come back every now and then for a brief performance .",2
"can't hardly wait is supposed to bring back the teen comedy , the days where virginity was discussed in detention , where sean penn was a skateboard dude , where angry vice-principals tracked you down on your sick days .",1
"the setting is perfect , the girl who's party it is ( an aptly named character along with creative ones such as boy who steals everything and ready to have sex girl ) holds a bash on graduation night with her parents away from home , it's a must-come event and every member of the student body will be there .",2
"enter our hero , preston ( embry ) he's been lovestruck by prom queen amanda ( jennifer love hewitt , who seems to be content not running from ben willis ) and decides to finally tell her how he feels .",2
